,ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,↓OVA,POT,Club,Contract,Positions,Height,Weight,Preferred Foot,BOV,Best Position,Joined,Loan Date End,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits
362,164835,L. Fabiański,Łukasz Fabiański,https://cdn.sofifa.com/players/164/835/21_60.png,http://sofifa.com/player/164835/lukasz-fabianski/210006/,Poland,35,81,81,"



West Ham United",2018 ~ 2021,GK,190cm,83kg,Right,81,GK,"Jun 20, 2018",,€2.9M,€26K,€9.1M,75,14,13,11,20,17,98,14,18,12,32,22,269,50,47,53,75,44,232,53,69,25,65,20,148,43,16,15,52,22,63,39,14,12,13,395,80,82,70,81,82,1256,443,2 ★,1★,Medium,Medium,2 ★,80,82,70,82,48,81,39
363,163489,A. Consigli,Andrea Consigli,https://cdn.sofifa.com/players/163/489/21_60.png,http://sofifa.com/player/163489/andrea-consigli/210006/,Italy,33,81,81,"



Sassuolo",2014 ~ 2022,GK,189cm,82kg,Right,81,GK,"Sep 1, 2014",,€8.5M,€32K,€16.2M,80,10,10,10,31,19,90,10,15,15,27,23,254,48,34,57,75,40,235,54,80,31,51,19,103,11,15,10,46,21,63,46,10,17,19,398,81,82,72,80,83,1206,438,3 ★,1★,Medium,Medium,2 ★,81,82,72,83,40,80,12
364,156616,F. Ribéry,Franck Ribéry,https://cdn.sofifa.com/players/156/616/21_60.png,http://sofifa.com/player/156616/franck-ribery/210006/,France,37,81,81,"



Fiorentina",2019 ~ 2021,"CF, LM, LW",170cm,72kg,Right,82,CAM,"Aug 21, 2019",,€9M,€54K,€11.1M,357,80,74,41,83,79,415,87,83,81,77,87,401,75,73,83,83,87,289,75,33,54,56,71,324,51,33,78,84,78,85,82,31,25,26,47,15,6,9,7,10,1915,399,5 ★,5★,Medium,Medium,4 ★,74,74,82,86,30,53,93
365,156519,H. Herrera,Héctor Herrera,https://cdn.sofifa.com/players/156/519/21_60.png,http://sofifa.com/player/156519/hector-herrera/210006/,Mexico,30,81,81,"



Atlético Madrid",2019 ~ 2022,CM,185cm,78kg,Right,81,CM,"Jul 3, 2019",,€24.5M,€63K,€33.8M,338,65,72,61,81,59,361,76,67,63,77,78,364,70,71,72,82,69,407,81,76,94,78,78,393,84,82,82,78,67,75,230,81,82,67,54,6,10,15,7,16,2147,458,4 ★,3★,High,High,3 ★,71,75,75,76,78,83,90
366,120533,Pepe,Képler Laveran Lima Ferreira,https://cdn.sofifa.com/players/120/533/21_60.png,http://sofifa.com/player/120533/kepler-laveran-lima-ferreira/210006/,Portugal,37,81,81,"



FC Porto",2019 ~ 2021,CB,188cm,81kg,Right,81,CB,"Jan 8, 2019",,€4.6M,€13K,€7.2M,270,46,46,82,73,23,284,58,44,47,73,62,321,63,69,62,79,48,372,63,88,82,83,56,312,91,76,40,48,57,79,250,85,83,82,47,8,15,5,9,10,1856,404,3 ★,2★,Medium,High,4 ★,66,51,60,60,82,85,88
367,205849,E. Andrada,Esteban Andrada,https://cdn.sofifa.com/players/205/849/21_60.png,http://sofifa.com/player/205849/esteban-andrada/210006/,Argentina,29,81,82,"



Boca Juniors",2018 ~ 2023,GK,193cm,83kg,Right,81,GK,"Aug 6, 2018",,€20M,€19K,€21.4M,97,15,14,13,37,18,106,16,14,15,38,23,240,45,44,34,74,43,239,62,57,45,62,13,140,24,25,19,53,19,44,59,25,20,14,403,77,79,82,82,83,1284,447,2 ★,1★,Medium,Medium,1 ★,77,79,82,83,44,82,55
368,153244,A. Gignac,André-Pierre Gignac,https://cdn.sofifa.com/players/153/244/21_60.png,http://sofifa.com/player/153244/andre-pierre-gignac/210006/,France,34,81,81,"



Tigres U.A.N.L.",2015 ~ 2021,"ST, CF",188cm,89kg,Right,81,ST,"Jun 18, 2015",,€12.5M,€66K,€15.2M,390,72,85,79,75,79,369,76,77,70,70,76,336,69,66,66,78,57,397,84,72,71,91,79,368,80,51,81,76,80,82,97,33,41,23,61,10,15,14,11,11,2018,424,3 ★,3★,Medium,Medium,3 ★,67,83,74,74,43,83,73
369,245299,J. Frendado,Jaime Nicolás Frendado,https://cdn.sofifa.com/players/245/299/21_60.png,http://sofifa.com/player/245299/jaime-nicolas-frendado/210006/,Uruguay,36,80,80,No Club,Free,"CB, CDM",181cm,82kg,Right,80,CB,"Aug 10, 2018",,€0,€0,€0,306,40,56,80,67,63,312,60,72,58,58,64,341,67,74,61,76,63,363,74,91,60,77,61,338,86,82,58,50,62,70,247,83,82,82,80,14,15,15,17,19,1987,408,3 ★,2★,High,Medium,1 ★,71,61,57,62,82,75,11
370,238794,Vinícius Jr.,Vinícius José de Oliveira Júnior,https://cdn.sofifa.com/players/238/794/21_60.png,http://sofifa.com/player/238794/vinicius-jose-de-oliveira-junior/210006/,Brazil,19,80,93,"



Real Madrid",2018 ~ 2025,LW,176cm,73kg,Right,81,RM,"Jul 12, 2018",,€50M,€95K,€73.6M,331,71,68,50,72,70,379,88,77,62,67,85,441,95,95,94,75,82,357,73,75,79,62,68,297,58,26,75,73,65,74,75,32,25,18,36,5,7,7,7,10,1916,417,4 ★,5★,High,Medium,2 ★,95,69,71,87,29,66,566
371,239207,M. Gómez,Maximiliano Gómez,https://cdn.sofifa.com/players/239/207/21_60.png,http://sofifa.com/player/239207/maximiliano-gomez/210006/,Uruguay,23,80,85,"



Valencia CF",2019 ~ 2024,ST,186cm,84kg,Right,82,ST,"Jul 14, 2019",,€32M,€40K,€43.5M,378,59,84,87,73,75,345,72,75,57,64,77,342,67,68,67,80,60,404,81,83,79,87,74,324,74,21,87,70,72,82,78,35,20,23,46,7,8,13,12,6,1917,404,3 ★,3★,High,Low,1 ★,68,81,68,73,32,82,180
372,241671,D. Livaković,Dominik Livaković,https://cdn.sofifa.com/players/241/671/21_60.png,http://sofifa.com/player/241671/dominik-livakovic/210006/,Croatia,25,80,85,"



Dinamo Zagreb",2015 ~ 2023,GK,187cm,79kg,Right,80,GK,"Aug 31, 2015",,€24.5M,€900,€33M,94,13,12,13,46,10,126,19,12,11,56,28,286,57,54,65,80,30,233,56,61,32,75,9,133,26,21,11,60,15,64,65,24,20,21,393,80,78,74,79,82,1330,448,3 ★,1★,Medium,Medium,1 ★,80,78,74,82,55,79,83
373,244369,V. Tsygankov,Viktor Tsygankov,https://cdn.sofifa.com/players/244/369/21_60.png,http://sofifa.com/player/244369/viktor-tsygankov/210006/,Ukraine,22,80,86,"



Dynamo Kyiv",2015 ~ 2023,RM,175cm,71kg,Left,81,CAM,"Jan 1, 2015",,€34M,€1K,€49.2M,345,77,75,45,80,68,382,80,72,76,73,81,402,84,85,82,78,73,317,70,50,74,49,74,324,57,39,75,80,73,76,135,62,36,37,49,9,7,15,6,12,1954,418,4 ★,4★,High,Medium,1 ★,85,73,78,80,45,57,262
374,245294,J. Serendero,Jorge Ezequiel Serendero,https://cdn.sofifa.com/players/245/294/21_60.png,http://sofifa.com/player/245294/jorge-ezequiel-serendero/210006/,Uruguay,32,80,80,No Club,Free,GK,190cm,85kg,Right,80,GK,"Aug 10, 2018",,€0,€0,€0,55,10,8,11,18,8,73,9,9,18,16,21,236,41,42,34,78,41,240,58,67,29,79,7,169,34,23,27,71,14,67,42,12,17,13,393,78,81,77,80,77,1208,435,2 ★,1★,Medium,Medium,1 ★,78,81,77,77,42,80,18
375,245308,M. Nérez,Mauro Evidio Nérez,https://cdn.sofifa.com/players/245/308/21_60.png,http://sofifa.com/player/245308/mauro-evidio-nerez/210006/,Uruguay,32,80,80,No Club,Free,"LB, LM",178cm,69kg,Left,80,LB,"Aug 10, 2018",,€0,€0,€0,322,77,51,69,78,47,361,77,83,52,71,78,402,78,80,83,80,81,336,55,71,89,68,53,354,69,77,72,75,61,82,230,77,77,76,60,16,15,15,7,7,2065,436,4 ★,4★,Medium,Medium,1 ★,79,54,75,78,76,74,17
376,245300,M. Baldona,Matías David Baldona,https://cdn.sofifa.com/players/245/300/21_60.png,http://sofifa.com/player/245300/matias-david-baldona/210006/,Uruguay,36,80,80,No Club,Free,"CDM, CM",177cm,75kg,Right,80,CDM,"Aug 10, 2018",,€0,€0,€0,328,75,58,59,78,58,348,75,48,73,75,77,370,69,68,78,78,77,363,72,67,89,71,64,348,81,79,54,73,61,68,238,80,81,77,55,9,9,14,15,8,2050,435,4 ★,3★,High,High,1 ★,68,62,74,76,78,77,12
377,245304,S. Ardero,Saúl Marcelo Ardero,https://cdn.sofifa.com/players/245/304/21_60.png,http://sofifa.com/player/245304/saul-marcelo-ardero/210006/,Uruguay,32,80,80,No Club,Free,"CAM, LM, LW",171cm,63kg,Left,80,CAM,"Aug 10, 2018",,€0,€0,€0,335,73,72,44,79,67,375,82,56,75,80,82,421,86,78,89,80,88,301,67,44,67,48,75,308,41,31,82,80,74,77,67,31,13,23,48,9,7,8,14,10,1855,391,5 ★,4★,Medium,Medium,1 ★,82,72,77,83,26,51,11
378,245305,L. Dálves,Luis Roberto Dálves,https://cdn.sofifa.com/players/245/305/21_60.png,http://sofifa.com/player/245305/luis-roberto-dalves/210006/,Uruguay,28,80,80,No Club,Free,"ST, CF",188cm,83kg,Right,80,ST,"Aug 10, 2018",,€0,€0,€0,368,56,82,83,68,79,320,74,59,67,47,73,353,79,81,55,83,55,391,84,84,56,87,80,313,65,32,81,58,77,79,79,28,27,24,78,8,11,20,19,20,1902,402,3 ★,3★,High,Low,1 ★,80,82,60,71,34,75,26
379,245309,E. Schetino,Egidio Maestre Schetino,https://cdn.sofifa.com/players/245/309/21_60.png,http://sofifa.com/player/245309/egidio-maestre-schetino/210006/,Uruguay,28,80,80,No Club,Free,CB,185cm,80kg,Right,80,CB,"Aug 10, 2018",,€0,€0,€0,279,40,38,83,74,44,283,56,45,49,61,72,391,83,78,77,85,68,312,53,69,76,73,41,304,86,82,38,42,56,71,243,84,83,76,70,16,12,13,12,17,1882,402,3 ★,2★,Medium,Medium,1 ★,80,43,56,65,82,76,31
380,245313,J. Sildero,José María Sildero,https://cdn.sofifa.com/players/245/313/21_60.png,http://sofifa.com/player/245313/jose-maria-sildero/210006/,Uruguay,28,80,80,No Club,Free,"CAM, RM",177cm,75kg,Right,80,CAM,"Aug 10, 2018",,€0,€0,€0,369,75,74,64,80,76,403,79,86,78,82,78,404,88,75,83,82,76,374,82,64,80,70,78,339,62,40,77,83,77,81,108,40,35,33,65,12,12,13,15,13,2062,428,4 ★,4★,Medium,Low,1 ★,81,77,80,79,40,71,31
381,235569,T. Ndombele,Tanguy Ndombele,https://cdn.sofifa.com/players/235/569/21_60.png,http://sofifa.com/player/235569/tanguy-ndombele/210006/,France,23,80,87,"



Tottenham Hotspur",2019 ~ 2024,"CM, CDM",181cm,76kg,Right,82,CAM,"Jul 2, 2019",,€42M,€82K,€43.1M,327,69,59,56,84,59,394,88,74,65,81,86,400,79,69,84,82,86,345,80,60,58,79,68,363,75,72,69,87,60,87,208,66,73,69,46,8,10,13,8,7,2083,448,3 ★,4★,Medium,Medium,1 ★,74,66,80,87,69,72,245
382,205923,B. Davies,Ben Davies,https://cdn.sofifa.com/players/205/923/21_60.png,http://sofifa.com/player/205923/ben-davies/210006/,Wales,27,80,81,"



Tottenham Hotspur",2014 ~ 2024,"LB, LWB",182cm,76kg,Left,80,LB,"Jul 23, 2014",,€22M,€86K,€28.6M,329,78,58,66,79,48,343,75,72,48,70,78,360,73,73,68,78,68,343,65,74,83,69,52,348,76,79,64,75,54,74,239,77,82,80,45,11,7,6,7,14,2007,433,3 ★,3★,Medium,High,2 ★,73,58,75,75,78,74,64
383,236632,David Neres,David Neres Campos,https://cdn.sofifa.com/players/236/632/21_60.png,http://sofifa.com/player/236632/david-neres-campos/210006/,Brazil,23,80,85,"



Ajax",2017 ~ 2023,"LW, RW, CAM",176cm,66kg,Left,83,CAM,"Feb 1, 2017",,€32M,€21K,€29.5M,337,67,75,45,78,72,362,86,70,52,69,85,426,86,86,90,78,86,334,74,56,73,64,67,320,58,35,77,81,69,80,104,40,32,32,48,14,10,5,13,6,1931,419,3 ★,5★,Medium,Medium,3 ★,86,73,73,86,36,65,280
384,232411,C. Nkunku,Christopher Nkunku,https://cdn.sofifa.com/players/232/411/21_60.png,http://sofifa.com/player/232411/christopher-nkunku/210006/,France,22,80,86,"



RB Leipzig",2019 ~ 2024,"CAM, ST",179cm,72kg,Right,82,CAM,"Jul 18, 2019",,€34M,€51K,€39M,355,81,74,59,82,59,404,86,81,76,77,84,401,79,77,85,77,83,351,79,59,74,63,76,353,62,69,78,79,65,79,211,69,72,70,43,5,6,10,15,7,2118,451,3 ★,4★,Medium,Medium,1 ★,78,74,80,85,69,65,359
385,233306,D. Henderson,Dean Henderson,https://cdn.sofifa.com/players/233/306/21_60.png,http://sofifa.com/player/233306/dean-henderson/210006/,England,23,80,87,"



Manchester United",2016 ~ 2025,GK,190cm,85kg,Right,80,GK,"Jul 1, 2016",,€36M,€70K,€33.6M,73,14,9,13,32,5,108,13,13,10,40,32,295,51,48,61,79,56,216,53,63,34,60,6,89,21,11,8,33,16,56,45,17,14,14,390,80,80,70,77,83,1216,439,3 ★,1★,Medium,Medium,1 ★,80,80,70,83,49,77,337
386,232119,C. Söyüncü,Çağlar Söyüncü,https://cdn.sofifa.com/players/232/119/21_60.png,http://sofifa.com/player/232119/caglar-soyuncu/210006/,Turkey,24,80,85,"



Leicester City",2018 ~ 2023,CB,185cm,82kg,Right,82,CB,"Aug 9, 2018",,€29M,€69K,€35.6M,284,46,39,75,76,48,278,65,39,39,64,71,335,65,72,64,77,57,335,65,76,68,82,44,317,89,79,42,55,52,76,242,78,84,80,34,6,7,7,7,7,1825,402,4 ★,2★,Medium,Medium,1 ★,69,46,60,67,80,80,213
387,240130,Éder Militão,Éder Gabriel Militão,https://cdn.sofifa.com/players/240/130/21_60.png,http://sofifa.com/player/240130/eder-gabriel-militao/210006/,Brazil,22,80,87,"



Real Madrid",2019 ~ 2025,"CB, RB",186cm,78kg,Right,82,CB,"Jul 1, 2019",,€40M,€115K,€42.8M,301,72,48,77,70,34,310,70,60,40,69,71,373,77,79,69,81,67,351,62,85,85,77,42,348,83,82,64,59,60,74,244,81,82,81,61,11,8,15,12,15,1988,427,2 ★,2★,Medium,High,1 ★,78,50,66,71,81,81,297
388,230869,Unai Simón,Unai Simón Mendibil,https://cdn.sofifa.com/players/230/869/21_60.png,http://sofifa.com/player/230869/unai-simon-mendibil/210006/,Spain,23,80,86,"



Athletic Club de Bilbao",2015 ~ 2025,GK,190cm,89kg,Right,80,GK,"Aug 25, 2015",,€27M,€18K,€35.7M,94,16,14,18,29,17,83,12,20,14,21,16,243,46,48,32,70,47,245,51,60,45,76,13,122,27,26,14,31,24,48,41,11,18,12,389,81,77,68,83,80,1217,436,2 ★,1★,Medium,Medium,1 ★,81,77,68,80,47,83,145
389,233064,M. Mount,Mason Mount,https://cdn.sofifa.com/players/233/064/21_60.png,http://sofifa.com/player/233064/mason-mount/210006/,England,21,80,87,"



Chelsea",2016 ~ 2024,"CAM, CM, LW",178cm,70kg,Right,82,CAM,"Jan 10, 2016",,€43M,€70K,€44.1M,356,77,78,59,81,61,396,79,79,82,74,82,383,78,70,79,80,76,337,78,50,78,52,79,334,66,48,79,81,60,77,132,45,53,34,56,11,12,13,8,12,1994,419,4 ★,3★,High,Medium,1 ★,74,77,79,80,48,61,387
390,232665,M. Arambarri,Mauro Arambarri,https://cdn.sofifa.com/players/232/665/21_60.png,http://sofifa.com/player/232665/mauro-arambarri/210006/,Uruguay,24,80,85,"



Getafe CF",2018 ~ 2023,"CDM, CM",175cm,74kg,Right,81,CDM,"Jul 1, 2018",,€29M,€28K,€39.2M,293,59,49,62,80,43,339,69,66,46,79,79,315,50,54,58,78,75,347,77,57,74,76,63,340,83,79,60,68,50,65,239,80,80,79,55,7,13,13,15,7,1928,407,3 ★,3★,Medium,Medium,1 ★,52,58,71,72,78,76,108
391,232656,T. Hernández,Theo Hernández,https://cdn.sofifa.com/players/232/656/21_60.png,http://sofifa.com/player/232656/theo-hernandez/210006/,France,22,80,85,"



Milan",2019 ~ 2024,LB,184cm,82kg,Left,80,LB,"Jul 5, 2019",,€30M,€37K,€31.1M,361,80,65,72,78,66,342,79,63,64,60,76,395,90,93,75,76,61,363,75,61,80,78,69,331,75,69,76,70,41,77,229,72,78,79,43,12,10,7,7,7,2064,460,3 ★,3★,High,Medium,1 ★,92,67,73,77,74,77,480
392,232432,L. Jović,Luka Jović,https://cdn.sofifa.com/players/232/432/21_60.png,http://sofifa.com/player/232432/luka-jovic/210006/,Serbia,22,80,85,"



Real Madrid",2019 ~ 2024,ST,182cm,85kg,Right,82,ST,"Jul 1, 2019",,€33M,€140K,€42.5M,385,67,85,77,73,83,342,80,77,46,58,81,383,74,76,76,80,77,386,82,75,75,79,75,303,62,23,82,70,66,79,67,25,26,16,49,8,7,12,9,13,1915,407,5 ★,3★,Medium,Medium,1 ★,75,81,68,80,29,74,381
393,230313,Tony Abranjes,Tony Josimar Abranjes Meneses,https://cdn.sofifa.com/players/230/313/21_60.png,http://sofifa.com/player/230313/tony-josimar-abranjes-meneses/210006/,Brazil,32,80,80,"



Palmeiras",2019 ~ 2023,CB,179cm,80kg,Right,80,CB,"Jan 1, 2019",,€13.5M,€43K,€17.1M,252,39,31,82,66,34,286,47,33,72,66,68,330,65,69,55,74,67,363,61,90,81,91,40,271,76,81,28,43,43,72,239,80,81,78,47,7,14,6,7,13,1788,383,3 ★,2★,Medium,Medium,1 ★,67,39,55,56,81,85,6
394,228093,M. Thuram,Marcus Thuram,https://cdn.sofifa.com/players/228/093/21_60.png,http://sofifa.com/player/228093/marcus-thuram/210006/,France,22,80,86,"



Borussia Mönchengladbach",2019 ~ 2023,"LW, ST",192cm,87kg,Right,82,ST,"Jul 22, 2019",,€34M,€43K,€39M,375,74,82,75,74,70,319,85,66,30,59,79,374,79,88,74,79,54,391,83,68,79,86,75,324,53,45,80,76,70,74,129,43,49,37,62,11,13,14,9,15,1974,439,2 ★,3★,High,Medium,1 ★,84,80,70,80,48,77,414
395,227813,O. Zinchenko,Oleksandr Zinchenko,https://cdn.sofifa.com/players/227/813/21_60.png,http://sofifa.com/player/227813/oleksandr-zinchenko/210006/,Ukraine,23,80,85,"



Manchester City",2016 ~ 2024,LB,175cm,64kg,Left,81,CM,"Jul 4, 2016",,€29.5M,€95K,€33.7M,355,82,59,70,83,61,393,79,80,74,78,82,381,75,72,78,78,78,359,77,72,76,63,71,363,73,77,75,79,59,76,232,78,79,75,61,15,11,13,11,11,2144,446,3 ★,3★,High,Medium,1 ★,73,66,81,80,77,69,200
396,230271,Laure Santeiro,Laureano Thomas Santeiro Marre,https://cdn.sofifa.com/players/230/271/21_60.png,http://sofifa.com/player/230271/laureano-thomas-santeiro-marre/210006/,Brazil,20,80,80,"



Fluminense",2019 ~ 2023,"CAM, LM, LW",171cm,63kg,Left,80,CAM,"Jan 1, 2019",,€24M,€23K,€31.4M,335,73,72,44,79,67,375,82,56,75,80,82,416,87,75,85,80,89,287,67,43,67,35,75,308,41,31,82,80,74,77,65,29,13,23,48,9,7,8,14,10,1834,383,5 ★,4★,Medium,Medium,1 ★,80,72,77,83,26,45,28
397,251700,S. Mandíquez,Segundo Mandíquez,https://cdn.sofifa.com/players/251/700/21_60.png,http://sofifa.com/player/251700/segundo-mandiquez/210006/,Ecuador,31,80,80,No Club,Free,ST,188cm,84kg,Right,80,ST,"Jan 1, 2010",,€0,€0,€0,361,48,83,86,69,75,296,75,53,52,40,76,352,78,81,72,73,48,382,86,67,68,91,70,302,72,33,82,53,62,75,54,18,23,13,52,13,13,7,5,14,1799,399,4 ★,4★,High,Medium,2 ★,80,80,56,74,29,80,28
398,230201,Maikel Catarino,Maikel Renan Catarino Fagundes,https://cdn.sofifa.com/players/230/201/21_60.png,http://sofifa.com/player/230201/maikel-renan-catarino-fagundes/210006/,Brazil,24,80,80,"



Atlético Mineiro",2019 ~ 2023,"RB, RM",177cm,75kg,Right,80,RB,"Jan 1, 2019",,€22M,€34K,€26.6M,320,81,48,69,73,49,334,78,55,49,75,77,388,81,72,83,81,71,316,52,55,85,68,56,298,62,77,57,61,41,54,233,79,78,76,65,15,13,12,10,15,1954,422,3 ★,3★,High,Medium,1 ★,76,51,70,78,77,70,28
399,229906,L. Bailey,Leon Bailey,https://cdn.sofifa.com/players/229/906/21_60.png,http://sofifa.com/player/229906/leon-bailey/210006/,Jamaica,22,80,85,"



Bayer 04 Leverkusen",2017 ~ 2023,"LM, RM",178cm,79kg,Left,81,CAM,"Jan 31, 2017",,€32.5M,€59K,€35.5M,351,73,74,57,73,74,385,84,77,79,65,80,437,93,95,86,79,84,367,79,77,75,59,77,305,58,21,79,76,71,75,88,45,25,18,60,12,13,6,15,14,1993,423,4 ★,4★,High,Low,1 ★,94,76,73,83,33,64,259
400,229668,Mario Hermoso,Mario Hermoso Canseco,https://cdn.sofifa.com/players/229/668/21_60.png,http://sofifa.com/player/229668/mario-hermoso-canseco/210006/,Spain,25,80,83,"



Atlético Madrid",2019 ~ 2024,CB,185cm,76kg,Left,82,CB,"Jul 18, 2019",,€25M,€51K,€35.1M,306,71,42,75,77,41,341,66,68,55,76,76,370,73,77,75,80,65,352,65,86,76,79,46,336,81,81,64,65,45,76,241,79,82,80,44,13,8,10,5,8,1990,426,3 ★,2★,High,Medium,1 ★,75,49,72,71,80,79,173
401,227950,Yeray,Yeray Álvarez López,https://cdn.sofifa.com/players/227/950/21_60.png,http://sofifa.com/player/227950/yeray-alvarez-lopez/210006/,Spain,25,80,83,"



Athletic Club de Bilbao",2014 ~ 2026,CB,183cm,78kg,Right,82,CB,"Jul 1, 2014",,€25M,€26K,€35.9M,292,48,41,75,73,55,302,53,56,50,70,73,344,66,70,53,80,75,347,69,89,69,77,43,299,80,85,39,34,61,78,247,83,81,83,52,12,9,8,12,11,1883,394,3 ★,2★,Medium,Medium,2 ★,68,49,58,61,82,76,71
402,226166,N. Mukiele,Nordi Mukiele,https://cdn.sofifa.com/players/226/166/21_60.png,http://sofifa.com/player/226166/nordi-mukiele/210006/,France,22,80,87,"



RB Leipzig",2018 ~ 2023,"RB, CB, RWB",187cm,84kg,Right,81,CB,"Jul 1, 2018",,€40.5M,€46K,€35.2M,286,74,30,74,73,35,319,73,69,33,70,74,370,77,87,68,73,65,353,57,90,75,79,52,323,72,83,59,64,45,72,242,75,85,82,57,10,7,14,11,15,1950,423,3 ★,3★,Medium,Medium,1 ★,83,42,69,72,80,77,677
403,227127,Álex Remiro,Alejandro Remiro Gargallo,https://cdn.sofifa.com/players/227/127/21_60.png,http://sofifa.com/player/227127/alejandro-remiro-gargallo/210006/,Spain,25,80,84,"



Real Sociedad",2019 ~ 2023,GK,191cm,83kg,Right,80,GK,"Jul 1, 2019",,€23M,€25K,€30.5M,87,12,13,13,34,15,102,19,14,17,29,23,268,40,46,69,73,40,251,59,66,42,73,11,124,34,20,11,35,24,55,49,14,17,18,395,83,72,78,81,81,1276,438,4 ★,1★,Medium,Medium,1 ★,83,72,78,81,43,81,56
404,223724,S. Lainer,Stefan Lainer,https://cdn.sofifa.com/players/223/724/21_60.png,http://sofifa.com/player/223724/stefan-lainer/210006/,Austria,27,80,80,"



Borussia Mönchengladbach",2019 ~ 2024,RB,175cm,70kg,Right,80,RB,"Jul 1, 2019",,€20.5M,€41K,€22.1M,340,78,59,64,76,63,315,76,65,33,70,71,392,82,78,77,77,78,371,73,68,93,72,65,333,88,74,66,60,45,75,223,72,74,77,46,10,14,7,8,7,2020,441,3 ★,3★,High,High,1 ★,80,63,70,75,73,80,74
405,222509,Dani Ceballos,Daniel Ceballos Fernández,https://cdn.sofifa.com/players/222/509/21_60.png,http://sofifa.com/player/222509/daniel-ceballos-fernandez/210006/,Spain,23,80,85,"



Arsenal","Jun 30, 2021 On Loan","CM, CAM",179cm,68kg,Right,82,CM,"Jul 14, 2017","Jun 30, 2021",€31.5M,€125K,€0,327,74,68,41,82,62,388,83,77,63,80,85,376,72,67,78,80,79,342,76,51,77,65,73,365,76,76,76,82,55,80,216,67,75,74,63,12,15,16,7,13,2077,440,3 ★,4★,High,Medium,2 ★,69,70,79,83,69,70,152
406,225193,Merino,Mikel Merino Zazón,https://cdn.sofifa.com/players/225/193/21_60.png,http://sofifa.com/player/225193/mikel-merino-zazon/210006/,Spain,24,80,86,"



Real Sociedad",2018 ~ 2025,CM,189cm,83kg,Left,82,CAM,"Jul 12, 2018",,€33M,€31K,€46M,364,73,77,75,81,58,387,83,75,69,78,82,372,69,71,76,82,74,396,82,81,79,78,76,375,75,83,78,81,58,80,226,73,80,73,57,9,12,9,13,14,2177,461,3 ★,3★,Medium,Medium,1 ★,70,76,78,82,77,78,182
407,216388,A. Saint-Maximin,Allan Saint-Maximin,https://cdn.sofifa.com/players/216/388/21_60.png,http://sofifa.com/player/216388/allan-saint-maximin/210006/,France,23,80,86,"



Newcastle United",2019 ~ 2025,"LM, LW, ST",173cm,67kg,Right,81,CAM,"Aug 2, 2019",,€33.5M,€43K,€43.1M,325,70,67,53,76,59,371,91,73,58,66,83,443,93,93,93,77,87,361,80,67,77,66,71,258,36,17,74,73,58,83,69,28,18,23,45,10,9,12,7,7,1872,411,4 ★,5★,High,Low,2 ★,93,70,72,88,25,63,486
408,230204,Héniton Pires,Héniton Enaldo Pires Tramontino,https://cdn.sofifa.com/players/230/204/21_60.png,http://sofifa.com/player/230204/heniton-enaldo-pires-tramontino/210006/,Brazil,24,80,80,"



Flamengo",2019 ~ 2023,GK,182cm,74kg,Right,80,GK,"Jan 1, 2019",,€18M,€28K,€20.7M,85,18,11,12,28,16,92,14,15,13,30,20,249,43,39,42,77,48,235,59,70,30,64,12,169,36,22,13,77,21,41,47,16,14,17,394,81,75,78,81,79,1271,435,3 ★,1★,Medium,Medium,1 ★,81,75,78,79,41,81,8
409,224458,Diogo Jota,Diogo José Teixeira da Silva,https://cdn.sofifa.com/players/224/458/21_60.png,http://sofifa.com/player/224458/diogo-jose-teixeira-da-silva/210006/,Portugal,23,80,86,"



Liverpool",2020 ~ 2025,"LW, ST, CM",178cm,73kg,Right,81,CAM,"Sep 19, 2020",,€33.5M,€90K,€42M,344,68,77,52,72,75,370,84,76,58,68,84,422,88,79,87,82,86,374,82,66,79,73,74,358,85,54,82,74,63,84,151,53,54,44,54,7,12,15,9,11,2073,445,5 ★,4★,High,High,2 ★,83,77,71,84,53,77,244
410,224232,N. Barella,Nicolò Barella,https://cdn.sofifa.com/players/224/232/21_60.png,http://sofifa.com/player/224232/nicolo-barella/210006/,Italy,23,80,87,"



Inter",2020 ~ 2024,"CM, CAM",172cm,68kg,Right,82,CM,"Sep 1, 2020",,€42M,€86K,€39M,326,76,63,40,82,65,386,83,75,67,78,83,396,80,76,78,79,83,349,72,62,87,62,66,388,82,79,75,79,73,80,233,75,80,78,54,11,5,13,14,11,2132,452,3 ★,3★,Medium,High,2 ★,78,67,79,82,74,72,248
