Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2022-09-03,Mouse,Accessories,North,2,632,87.45
2024-11-09,Monitor,Accessories,North,7,3675,236.8
2023-09-12,Smartwatch,Electronics,West,6,5592,926.42
2023-02-11,Keyboard,Accessories,East,6,6432,807.94
2023-08-27,Camera,Electronics,East,3,3069,503.3
2023-05-26,Keyboard,Accessories,North,7,2898,490.11
2024-05-30,Tablet,Electronics,North,4,3960,632.76
2024-07-31,Tablet,Electronics,South,3,1476,85.16
2023-11-14,Printer,Office,East,2,1058,298.69
2023-11-27,Monitor,Accessories,South,5,1215,162.02
2024-03-04,Camera,Electronics,North,3,204,20.43
2024-12-24,Tablet,Electronics,West,7,4137,221.66
2022-05-21,Camera,Electronics,West,5,250,16.81
2022-09-14,Tablet,Electronics,West,5,1185,254.34
2024-03-12,Headphones,Accessories,South,2,1504,108.52
2024-06-28,Keyboard,Accessories,West,6,6888,945.07
2024-12-25,Smartphone,Electronics,West,3,3588,958.84
2022-11-18,Laptop,Electronics,South,7,1477,367.22
2022-10-22,Smartwatch,Electronics,East,8,1280,131.56
2024-11-16,Tablet,Electronics,South,7,7161,630.76
2023-03-13,Printer,Office,North,5,1850,346.4
2023-12-27,Mouse,Accessories,East,3,3378,520.31
2024-10-30,Laptop,Electronics,West,7,7672,2046.38
2024-11-03,Tablet,Electronics,South,6,4254,938.66
2024-11-19,Keyboard,Accessories,East,5,2285,279.9
2024-04-29,Keyboard,Accessories,West,7,5775,680.6
2022-10-21,Smartphone,Electronics,North,9,9360,910.35
2023-01-25,Printer,Office,North,8,6936,1156.52
2022-05-17,Camera,Electronics,East,9,5634,464.71
2024-03-29,Smartphone,Electronics,North,4,2644,731.86
2023-11-22,Headphones,Accessories,North,1,247,35.65
2023-09-24,Laptop,Electronics,East,7,1869,357.27
2024-07-17,Smartwatch,Electronics,West,7,1988,430.59
2023-06-17,Laptop,Electronics,West,4,1920,549.11
2024-05-20,Headphones,Accessories,West,3,2577,196.37
2024-06-10,Camera,Electronics,East,3,828,117.95
2022-01-31,Camera,Electronics,South,2,1580,403.76
2023-09-13,Camera,Electronics,East,9,9009,1909.26
2022-10-01,Smartphone,Electronics,East,9,7425,1580.86
2024-12-24,Monitor,Accessories,West,5,2945,672.35
2023-07-19,Mouse,Accessories,West,3,294,22.9
2024-05-17,Mouse,Accessories,South,5,5875,789.23
2022-01-17,Smartwatch,Electronics,West,3,1308,197.6
2024-01-10,Monitor,Accessories,South,4,2360,391.82
2023-04-10,Smartwatch,Electronics,West,6,1008,245.45
2023-10-27,Smartwatch,Electronics,North,6,1344,338.4
2022-01-12,Printer,Office,West,7,5635,1185.97
2023-09-15,Mouse,Accessories,East,4,4088,1200.03
2024-12-04,Camera,Electronics,South,8,2192,441.77
2022-06-06,Keyboard,Accessories,South,8,1952,444.15
2023-01-28,Smartphone,Electronics,East,7,3955,1144.76
2023-06-24,Mouse,Accessories,South,8,5256,1118.16
2022-12-28,Camera,Electronics,North,1,1163,115.09
2022-09-24,Smartwatch,Electronics,North,9,5004,973.65
2023-05-06,Mouse,Accessories,North,8,9128,1342.19
2023-07-13,Laptop,Electronics,East,4,4700,576.34
2022-01-05,Camera,Electronics,West,2,1686,146.39
2024-08-03,Keyboard,Accessories,South,9,4572,279.54
2023-08-21,Smartphone,Electronics,South,5,2510,515.12
2023-06-04,Smartphone,Electronics,West,3,3117,829.09
2024-05-12,Laptop,Electronics,West,1,380,94.35
2023-07-14,Monitor,Accessories,West,9,2889,604.19
2024-11-08,Smartwatch,Electronics,East,9,3654,581.9
2023-09-12,Printer,Office,East,6,5610,298.77
2024-04-27,Smartphone,Electronics,South,1,668,99.4
2022-01-08,Smartphone,Electronics,South,7,3983,360.13
2024-01-24,Keyboard,Accessories,South,1,1112,272.81
2022-06-20,Monitor,Accessories,North,9,4230,221.06
2024-08-01,Tablet,Electronics,East,8,2968,530.3
2022-01-10,Monitor,Accessories,West,5,4690,706.74
2022-05-09,Camera,Electronics,West,6,4296,1240.31
2023-12-19,Camera,Electronics,North,7,7203,523.52
2022-11-20,Smartphone,Electronics,North,4,3640,695.31
2022-11-11,Smartphone,Electronics,East,1,1131,304.62
2024-01-03,Camera,Electronics,West,9,3627,797.53
2023-08-11,Mouse,Accessories,South,8,7968,1249.98
2022-11-23,Headphones,Accessories,South,3,3546,490.28
2024-03-01,Tablet,Electronics,South,5,2270,546.56
2023-07-07,Keyboard,Accessories,West,2,1354,136.91
2023-04-20,Headphones,Accessories,West,7,6811,1423.57
2022-02-09,Smartwatch,Electronics,East,3,1410,232.65
2022-10-17,Keyboard,Accessories,North,2,1170,249.99
2023-08-04,Laptop,Electronics,East,7,4739,740.74
2023-12-01,Mouse,Accessories,South,9,7866,1554.38
2022-07-31,Monitor,Accessories,East,5,3645,388.31
2023-02-24,Headphones,Accessories,East,6,5358,568.34
2024-05-18,Camera,Electronics,North,5,1775,486.37
2023-05-19,Headphones,Accessories,South,9,4905,1351.25
2022-09-29,Mouse,Accessories,East,6,4260,372.33
2024-09-03,Printer,Office,East,2,1632,292.78
2023-03-12,Smartwatch,Electronics,East,6,3324,466.78
2023-07-17,Camera,Electronics,West,5,4590,347.14
2022-04-14,Laptop,Electronics,East,9,8496,2182.42
2022-06-16,Printer,Office,North,6,6444,518.79
2022-03-14,Camera,Electronics,North,1,812,51.13
2023-07-15,Monitor,Accessories,West,6,1764,465.93
2024-05-13,Printer,Office,West,1,1012,172.67
2023-05-03,Keyboard,Accessories,South,2,836,47.07
2023-12-29,Smartwatch,Electronics,East,1,723,115.26
2022-12-05,Headphones,Accessories,North,6,5628,1033.15
2024-09-26,Laptop,Electronics,North,5,1660,283.14
2023-03-28,Headphones,Accessories,West,3,2295,244.83
2024-04-19,Printer,Office,East,2,2190,477.8
2024-10-11,Tablet,Electronics,East,7,3500,919.35
2022-04-23,Headphones,Accessories,West,2,1098,239.92
2023-06-01,Mouse,Accessories,North,5,945,194.03
2022-02-19,Mouse,Accessories,West,6,5622,1382.67
2023-07-13,Camera,Electronics,East,3,2325,309.49
2022-08-03,Keyboard,Accessories,South,1,1157,252.08
2024-01-30,Printer,Office,West,3,531,126.24
2023-07-23,Tablet,Electronics,West,2,1760,278.09
2023-11-12,Smartwatch,Electronics,North,1,371,108.58
2024-10-15,Smartphone,Electronics,East,4,1896,191.7
2023-08-09,Smartwatch,Electronics,South,2,514,106.75
2022-08-18,Monitor,Accessories,West,7,1876,129.25
2023-08-19,Camera,Electronics,East,6,1182,236.12
2022-03-14,Smartphone,Electronics,North,5,4255,961.41
2022-09-15,Monitor,Accessories,North,9,1341,150.7
2022-09-23,Keyboard,Accessories,North,1,644,49.25
2024-05-17,Monitor,Accessories,South,3,1827,94.4
2024-10-27,Camera,Electronics,North,1,930,136.16
2022-02-15,Camera,Electronics,South,4,528,152.8
2022-02-23,Monitor,Accessories,South,6,4236,739.22
2023-01-14,Headphones,Accessories,North,4,1664,190.82
2023-01-12,Smartwatch,Electronics,North,3,2727,554.46
2022-02-08,Smartwatch,Electronics,North,2,522,52.73
2024-12-06,Mouse,Accessories,West,7,8288,1945.03
2024-03-12,Laptop,Electronics,West,9,1062,73.58
2023-10-01,Smartphone,Electronics,East,3,1140,226.52
2024-04-12,Keyboard,Accessories,East,8,3488,712.24
2023-12-22,Tablet,Electronics,North,8,5920,1436.7
2024-03-06,Monitor,Accessories,North,9,3096,362.89
2024-05-02,Monitor,Accessories,South,5,3490,205.04
2022-04-02,Smartwatch,Electronics,South,6,4374,702.62
2024-02-11,Smartphone,Electronics,South,6,3366,541.86
2024-04-02,Printer,Office,East,6,822,231.62
2024-11-27,Monitor,Accessories,North,2,340,39.12
2022-08-30,Mouse,Accessories,East,1,763,217.94
2022-07-15,Headphones,Accessories,West,4,3408,856.98
2022-02-21,Tablet,Electronics,West,7,2282,537.71
2023-09-14,Camera,Electronics,South,7,4151,1047.43
2024-04-08,Laptop,Electronics,North,7,6279,1689.55
2023-10-24,Monitor,Accessories,North,3,474,83.32
2023-04-16,Monitor,Accessories,West,5,680,176.44
2023-10-15,Headphones,Accessories,West,9,8496,1721.6
2023-08-20,Keyboard,Accessories,South,7,7826,714.68
2023-10-24,Mouse,Accessories,South,6,4014,717.44
2024-07-26,Laptop,Electronics,East,1,687,62.82
2024-10-31,Smartwatch,Electronics,South,3,2943,234.27
2022-04-28,Printer,Office,East,7,5649,660.37
2024-08-15,Tablet,Electronics,North,8,3296,623.67
2024-09-28,Headphones,Accessories,North,3,1137,173.92
2024-07-18,Smartphone,Electronics,North,2,380,101.7
2022-10-22,Laptop,Electronics,West,5,4405,1247.86
2022-11-01,Tablet,Electronics,East,1,120,9.43
2023-06-13,Printer,Office,East,1,1176,182.07
2023-02-20,Camera,Electronics,South,3,1770,366.58
2023-05-20,Camera,Electronics,South,6,4302,965.02
2023-12-19,Camera,Electronics,North,3,2988,362.68
2024-06-17,Headphones,Accessories,East,3,3033,458.41
2023-07-14,Mouse,Accessories,South,9,6363,1752.65
2022-07-04,Tablet,Electronics,West,6,3402,501.29
2022-03-23,Keyboard,Accessories,South,4,3496,1032.81
2022-11-19,Monitor,Accessories,East,4,1080,204.95
2022-02-28,Headphones,Accessories,East,6,1530,218.99
2023-09-11,Keyboard,Accessories,West,4,3568,764.2
2022-11-13,Smartphone,Electronics,West,1,954,48.97
2024-03-17,Camera,Electronics,West,4,1196,223.66
2022-02-13,Smartwatch,Electronics,North,4,2136,217.47
2024-07-13,Printer,Office,South,9,8496,2316.03
2024-05-07,Laptop,Electronics,West,7,7280,1450.82
2022-09-24,Smartwatch,Electronics,South,5,4935,625.39
2024-08-12,Tablet,Electronics,South,8,9056,872.48
2023-01-06,Smartwatch,Electronics,South,1,563,46.96
2022-03-03,Printer,Office,South,2,1570,247.7
2022-03-02,Camera,Electronics,North,3,2181,517.02
2024-09-25,Mouse,Accessories,North,4,3808,442.33
2022-12-06,Keyboard,Accessories,West,7,6552,635.09
2023-06-18,Laptop,Electronics,South,8,6544,1086.29
2023-11-21,Mouse,Accessories,West,3,2631,157.19
2023-03-31,Monitor,Accessories,West,9,945,94.75
2024-06-11,Monitor,Accessories,West,2,760,192.42
2023-04-25,Monitor,Accessories,North,4,1392,394.48
2022-12-17,Smartwatch,Electronics,East,3,1242,206.74
2024-07-05,Laptop,Electronics,East,3,3183,868.73
2023-04-07,Monitor,Accessories,West,5,4260,229.77
2022-07-26,Smartphone,Electronics,West,1,1041,132.46
2022-05-18,Smartwatch,Electronics,East,3,1692,348.81
2022-03-15,Camera,Electronics,North,4,1728,403.06
2023-10-13,Camera,Electronics,South,4,4484,893.27
2024-06-19,Smartphone,Electronics,East,7,4123,750.05
2024-11-03,Mouse,Accessories,East,2,2372,392.07
2023-04-16,Smartphone,Electronics,East,7,5201,745.2
2024-09-27,Mouse,Accessories,South,5,3100,695.28
2022-07-12,Smartwatch,Electronics,East,6,5292,1105.95
2023-03-06,Tablet,Electronics,South,6,5952,971.53
2023-01-10,Smartphone,Electronics,East,4,1932,472.91
2023-10-05,Tablet,Electronics,West,6,3486,1011.74
2024-05-25,Tablet,Electronics,West,2,1708,441.43
2024-09-12,Monitor,Accessories,South,4,4324,288.12
2024-07-30,Laptop,Electronics,South,4,2708,302.14
2022-03-29,Printer,Office,West,8,7944,1142.83
2023-04-10,Camera,Electronics,East,3,684,39.33
2023-01-01,Printer,Office,West,9,5904,1440.45
2024-03-20,Printer,Office,South,5,4970,1080.12
2024-02-02,Headphones,Accessories,West,2,2288,234.97
2023-07-18,Smartphone,Electronics,East,6,4662,350.79
2022-02-25,Mouse,Accessories,East,4,2532,404.96
2024-12-19,Tablet,Electronics,South,8,9328,1008.6
2022-02-05,Printer,Office,North,1,686,86.18
2024-02-29,Smartwatch,Electronics,South,6,1290,343.35
2022-08-26,Printer,Office,West,5,1205,235.19
2024-09-17,Headphones,Accessories,South,7,7966,1313.56
2022-08-14,Camera,Electronics,North,7,1085,130.72
2024-08-29,Monitor,Accessories,West,9,6633,1239.11
2024-11-21,Laptop,Electronics,North,7,5096,971.5
2022-07-20,Tablet,Electronics,East,4,4120,710.07
2022-08-15,Monitor,Accessories,West,3,1479,207.58
2024-04-09,Smartphone,Electronics,West,7,1652,397.49
2022-07-07,Laptop,Electronics,South,1,1028,240.61
2023-05-01,Monitor,Accessories,East,4,4580,655.14
2024-01-28,Monitor,Accessories,South,8,2152,196.53
2022-07-04,Monitor,Accessories,South,6,4566,866.13
2024-04-06,Headphones,Accessories,East,3,2244,301.53
2024-02-01,Mouse,Accessories,West,4,1344,140.52
2023-10-01,Printer,Office,South,6,2622,131.53
2022-12-03,Smartphone,Electronics,South,1,325,46.84
2024-12-17,Keyboard,Accessories,West,1,960,95.88
2023-11-30,Smartphone,Electronics,North,7,2639,268.88
2024-06-05,Printer,Office,South,5,1025,246.15
2022-01-13,Monitor,Accessories,West,2,1924,434.86
2023-08-29,Smartphone,Electronics,North,2,1660,362.88
2022-05-23,Printer,Office,North,1,985,105.09
2024-07-14,Keyboard,Accessories,North,5,2600,537.11
2024-10-21,Camera,Electronics,West,4,2792,725.35
2024-08-31,Headphones,Accessories,North,2,378,87.37
2022-04-17,Camera,Electronics,West,8,968,271.61
2024-05-12,Smartwatch,Electronics,North,3,564,108.35
2023-01-25,Laptop,Electronics,South,5,2365,667.61
2024-04-01,Smartphone,Electronics,West,6,3252,834.84
2024-05-05,Camera,Electronics,North,1,276,42.68
2024-05-20,Mouse,Accessories,West,3,3408,205.76
2022-10-20,Laptop,Electronics,East,6,1398,180.88
2022-02-27,Keyboard,Accessories,North,4,904,108.85
2023-12-01,Keyboard,Accessories,South,1,1178,161.06
2022-07-29,Headphones,Accessories,West,3,2535,292.19
2023-04-17,Tablet,Electronics,West,1,496,146.92
2024-06-30,Smartphone,Electronics,West,4,3888,284.17
2024-03-12,Tablet,Electronics,East,7,4921,798.16
2024-07-04,Smartwatch,Electronics,West,8,4472,290.79
2023-04-09,Tablet,Electronics,North,3,603,153.37
2023-03-10,Headphones,Accessories,West,9,1899,501.4
2023-01-03,Printer,Office,North,4,544,67.84
2022-05-29,Monitor,Accessories,North,9,6471,1844.59
2023-03-22,Keyboard,Accessories,North,1,677,54.14
2022-09-07,Laptop,Electronics,South,4,1372,302.58
2024-06-08,Keyboard,Accessories,North,9,7542,1477.49
2023-04-16,Monitor,Accessories,West,1,924,125.65
2022-07-11,Smartphone,Electronics,East,5,3940,755.11
2024-10-05,Tablet,Electronics,West,2,374,49.26
2023-03-19,Printer,Office,North,5,1800,252.69
2022-12-26,Monitor,Accessories,West,5,3170,868.34
2024-08-17,Headphones,Accessories,North,7,5362,1029.47
2023-11-05,Monitor,Accessories,East,9,5976,1747.57
2023-07-06,Keyboard,Accessories,North,9,8514,1400.4
2023-11-25,Laptop,Electronics,South,1,810,157.47
2022-01-08,Mouse,Accessories,South,1,71,12.02
2022-06-15,Laptop,Electronics,North,1,651,57.94
2022-03-13,Monitor,Accessories,North,3,1245,119.11
2023-11-06,Monitor,Accessories,West,1,464,58.38
2023-02-11,Monitor,Accessories,North,5,5155,356.43
2023-12-11,Smartphone,Electronics,East,5,5175,786.27
2022-01-13,Smartphone,Electronics,East,2,1668,470.42
2024-09-30,Printer,Office,East,3,1872,532.81
2023-01-16,Laptop,Electronics,North,3,513,132.56
2024-04-05,Printer,Office,West,2,2276,366.5
2024-01-02,Mouse,Accessories,West,4,3428,305.79
2024-03-02,Keyboard,Accessories,East,2,1640,176.87
2024-05-25,Camera,Electronics,East,7,7077,1921.73
2023-10-20,Printer,Office,South,9,9225,1391.15
2022-06-20,Mouse,Accessories,South,5,3910,584.77
2023-05-09,Printer,Office,West,5,1995,369.22
2023-08-31,Keyboard,Accessories,North,7,385,43.43
2023-03-23,Mouse,Accessories,East,4,4316,566.7
2024-04-28,Smartwatch,Electronics,North,1,1169,340.69
2023-03-30,Headphones,Accessories,East,5,2325,506.32
2024-02-18,Monitor,Accessories,North,1,199,48.92
2022-08-13,Smartwatch,Electronics,South,3,375,80.58
2022-05-05,Laptop,Electronics,East,9,8010,763.32
2023-01-03,Mouse,Accessories,East,4,316,77.13
2024-11-14,Camera,Electronics,South,9,5895,442.49
2022-04-09,Headphones,Accessories,East,4,388,35.21
2024-06-12,Mouse,Accessories,West,5,3670,462.97
2024-10-15,Smartphone,Electronics,East,9,7731,2178.05
2023-10-18,Laptop,Electronics,South,3,1596,91.23
2024-04-06,Camera,Electronics,East,4,4192,216.16
2023-07-29,Tablet,Electronics,West,7,5264,756.33
2023-06-04,Laptop,Electronics,North,1,425,48.81
2022-03-17,Smartwatch,Electronics,North,4,3380,211.72
2024-03-07,Printer,Office,East,7,8379,2009.05
2022-03-05,Keyboard,Accessories,North,4,2040,393.72
2024-04-17,Printer,Office,East,4,1336,116.65
2024-08-22,Keyboard,Accessories,South,2,1934,157.41
2024-04-09,Keyboard,Accessories,South,3,1560,391.11
2024-07-20,Keyboard,Accessories,North,6,4446,1217.86
2023-03-17,Printer,Office,West,3,1893,508.8
2024-07-04,Camera,Electronics,East,4,4492,670.42
2023-08-12,Mouse,Accessories,South,6,6228,1852.45
2023-04-23,Camera,Electronics,East,7,4403,1295.89
2022-10-15,Headphones,Accessories,South,9,4176,510.97
2022-05-24,Keyboard,Accessories,West,2,486,64.43
2022-05-09,Printer,Office,East,5,4880,1084.69
2022-11-02,Printer,Office,West,5,265,53.21
2023-09-10,Laptop,Electronics,East,1,1041,128.58
2024-03-28,Smartphone,Electronics,East,8,9448,616.5
2022-07-01,Headphones,Accessories,South,3,1617,440.46
2024-02-17,Laptop,Electronics,West,2,1486,233.7
2023-07-08,Smartwatch,Electronics,East,8,7152,1539.72
2022-12-29,Mouse,Accessories,East,6,1404,368.36
2023-08-11,Camera,Electronics,South,2,122,16.23
2023-08-01,Camera,Electronics,North,9,7533,1285.72
2023-07-23,Headphones,Accessories,South,4,3888,810.08
2024-07-05,Smartphone,Electronics,South,5,870,48.87
2022-11-28,Mouse,Accessories,South,2,1446,403.89
2024-11-11,Tablet,Electronics,South,6,510,151.91
2024-07-29,Keyboard,Accessories,West,8,6224,790.27
2023-04-25,Keyboard,Accessories,North,2,686,85.03
2023-12-11,Mouse,Accessories,West,4,2840,591.94
2023-11-12,Laptop,Electronics,South,7,2562,347.62
2024-05-04,Smartphone,Electronics,West,5,790,216.12
2022-07-09,Laptop,Electronics,East,5,4170,786.42
2022-11-22,Tablet,Electronics,East,4,1360,373.59
2022-03-13,Camera,Electronics,East,6,5316,782.42
2023-07-20,Laptop,Electronics,West,4,3956,293.38
2022-05-09,Monitor,Accessories,North,3,726,94.38
2024-08-04,Smartphone,Electronics,North,4,228,29.37
2022-07-31,Headphones,Accessories,North,3,2274,442.57
2024-09-13,Keyboard,Accessories,North,9,2628,459.87
2024-05-26,Camera,Electronics,South,6,606,104.85
2024-11-15,Headphones,Accessories,East,8,7256,558.79
2023-03-11,Camera,Electronics,West,4,1956,125.69
2024-06-20,Printer,Office,South,6,3954,690.1
2023-01-11,Keyboard,Accessories,East,6,2262,442.86
2022-02-15,Printer,Office,North,4,2804,391.59
2022-04-26,Tablet,Electronics,South,9,5850,1511.06
2023-06-07,Keyboard,Accessories,West,1,56,9.16
2024-01-17,Monitor,Accessories,East,9,4302,344.64
2024-05-14,Camera,Electronics,West,9,10143,1690.66
2023-05-15,Headphones,Accessories,North,1,1012,164.89
2023-05-22,Tablet,Electronics,East,9,8964,448.62
2022-08-05,Mouse,Accessories,South,6,1758,262.36
2023-10-12,Printer,Office,North,6,6348,557.72
2023-11-04,Printer,Office,North,2,1582,422.46
2023-05-17,Mouse,Accessories,South,2,1924,394.4
2023-04-02,Keyboard,Accessories,North,1,120,23.86
2024-01-26,Headphones,Accessories,East,8,7752,1943.84
2023-07-13,Camera,Electronics,East,2,1114,300.44
2024-11-28,Keyboard,Accessories,North,5,1765,229.06
2022-08-10,Keyboard,Accessories,West,6,6834,1418.21
2022-09-14,Smartphone,Electronics,East,5,1520,433.53
2023-08-05,Smartwatch,Electronics,West,7,8141,767.6
2023-08-30,Tablet,Electronics,South,8,5176,866.36
2024-05-11,Mouse,Accessories,East,9,738,64.42
2024-01-17,Printer,Office,South,9,4086,217.48
2022-09-16,Mouse,Accessories,East,2,442,28.13
2023-01-13,Smartphone,Electronics,East,6,2478,153.86
2022-01-22,Keyboard,Accessories,South,2,1860,327.15
2022-05-24,Monitor,Accessories,East,9,4968,991.82
2023-03-05,Printer,Office,South,3,1446,278.94
2023-04-25,Mouse,Accessories,East,7,1722,414.87
2024-07-13,Smartwatch,Electronics,East,7,6573,460.28
2024-09-01,Headphones,Accessories,East,3,2481,249.52
2024-12-26,Monitor,Accessories,West,6,3828,1102.86
2023-08-20,Tablet,Electronics,East,7,1197,103.34
2022-01-09,Tablet,Electronics,West,7,7623,1459.84
2022-08-14,Mouse,Accessories,North,9,3384,252.11
2022-01-01,Monitor,Accessories,South,8,1296,273.97
2024-07-25,Tablet,Electronics,West,8,2840,262.62
2024-08-22,Camera,Electronics,East,7,1540,342.93
2022-06-28,Camera,Electronics,West,2,1414,308.39
2023-04-26,Camera,Electronics,West,8,8328,466.38
2023-08-29,Camera,Electronics,North,2,744,217.21
2023-01-02,Mouse,Accessories,South,9,1773,168.01
2023-08-11,Smartphone,Electronics,East,7,6034,1018.37
2023-06-22,Smartphone,Electronics,South,9,756,99.21
2024-07-27,Monitor,Accessories,East,8,2256,468.52
2023-11-30,Monitor,Accessories,North,7,875,203.63
2024-11-26,Headphones,Accessories,South,4,1208,115.13
2023-08-15,Headphones,Accessories,South,2,352,54.19
2023-02-23,Printer,Office,West,6,4266,357.51
2022-03-26,Tablet,Electronics,North,7,1841,496.89
2024-07-27,Camera,Electronics,East,1,712,89.5
2024-03-23,Printer,Office,West,2,724,72.19
2024-12-09,Smartphone,Electronics,West,8,5832,662.72
2023-06-17,Keyboard,Accessories,South,6,4188,989.14
2023-09-21,Tablet,Electronics,West,1,392,50.7
2022-05-14,Laptop,Electronics,East,9,963,49.71
2024-04-13,Camera,Electronics,West,6,5706,319.46
2024-06-11,Headphones,Accessories,West,7,1365,312.04
2023-05-23,Headphones,Accessories,South,1,202,11.24
2023-12-24,Smartphone,Electronics,North,9,2430,613.67
2023-04-26,Monitor,Accessories,South,3,2670,515.39
2022-01-21,Tablet,Electronics,South,7,2758,520.66
2022-10-14,Monitor,Accessories,South,9,873,82.35
2023-08-23,Smartwatch,Electronics,West,9,7245,1410.92
2023-09-13,Camera,Electronics,North,4,960,255.24
2024-12-28,Smartwatch,Electronics,East,4,1284,171.02
2023-06-09,Mouse,Accessories,West,4,512,110.47
2022-07-10,Smartwatch,Electronics,South,9,9729,2039.41
2023-01-11,Camera,Electronics,North,5,1580,166.16
2023-07-26,Mouse,Accessories,East,8,976,234.24
2024-01-05,Printer,Office,North,8,1824,495.35
2023-05-08,Smartphone,Electronics,South,4,3188,202.81
2023-11-29,Camera,Electronics,East,7,5467,556.02
2024-09-05,Smartphone,Electronics,South,6,5406,1277.46
2024-08-08,Headphones,Accessories,East,8,2984,742.31
2023-04-12,Printer,Office,North,1,919,193.35
2023-08-18,Camera,Electronics,South,6,1686,426.72
2023-06-02,Laptop,Electronics,West,7,4165,493.24
2023-11-17,Smartphone,Electronics,West,7,1281,282.63
2024-06-17,Smartwatch,Electronics,East,3,2829,362.16
2024-04-06,Monitor,Accessories,West,3,2211,292.31
2024-12-18,Headphones,Accessories,East,4,4740,607.81
2023-12-09,Camera,Electronics,East,1,718,169.09
2022-10-10,Headphones,Accessories,North,6,1716,108.81
2024-04-22,Monitor,Accessories,South,7,1547,152.59
2022-06-14,Mouse,Accessories,North,1,739,111.18
2023-09-03,Laptop,Electronics,West,3,819,231.88
2023-12-19,Laptop,Electronics,South,8,5696,1156.3
2023-01-22,Monitor,Accessories,South,2,1706,184.71
2024-01-23,Camera,Electronics,North,2,2066,608.23
2024-06-07,Laptop,Electronics,North,2,256,35.66
2024-02-04,Smartphone,Electronics,North,2,1102,182.54
2024-08-31,Monitor,Accessories,North,8,2872,483.94
2024-11-11,Tablet,Electronics,East,4,2584,394.52
2024-07-27,Mouse,Accessories,North,2,1366,298.32
2024-05-11,Smartwatch,Electronics,South,7,1253,354.23
2023-03-24,Laptop,Electronics,West,7,2618,300.81
2022-09-22,Headphones,Accessories,East,9,6822,1811.37
2023-11-05,Keyboard,Accessories,East,6,5286,636.16
2024-06-13,Monitor,Accessories,North,1,579,133.57
2022-02-28,Laptop,Electronics,West,8,1392,190.99
2022-11-14,Laptop,Electronics,West,9,2493,696.69
2023-09-17,Smartphone,Electronics,North,7,6461,766.45
2022-08-17,Tablet,Electronics,East,2,1486,201.07
2023-05-14,Printer,Office,South,1,1152,280.28
2022-03-12,Smartwatch,Electronics,West,2,1750,103.99
2022-07-12,Smartphone,Electronics,West,7,4417,495.37
2024-07-05,Laptop,Electronics,South,4,3724,276.85
2023-06-16,Camera,Electronics,West,3,2220,121.14
2023-06-20,Monitor,Accessories,West,8,9104,2620.58
2024-08-08,Printer,Office,West,3,3093,584.23
2023-03-01,Headphones,Accessories,South,6,3048,842.24
2022-05-02,Smartphone,Electronics,North,1,161,36.58
2023-07-23,Monitor,Accessories,West,7,7238,1889.69
2024-03-30,Smartphone,Electronics,North,3,3561,347.31
2022-08-07,Monitor,Accessories,North,5,1850,534.39
2022-03-06,Mouse,Accessories,West,6,3522,626.72
2023-11-24,Smartwatch,Electronics,East,1,584,172.4
2023-08-31,Smartphone,Electronics,East,4,2556,412.44
2023-10-14,Smartphone,Electronics,South,2,348,56.31
2023-05-16,Monitor,Accessories,South,9,1602,142.49
2023-06-19,Monitor,Accessories,South,3,2853,437.59
2023-07-21,Printer,Office,West,1,1024,230.3
2022-03-20,Camera,Electronics,East,5,4485,1324.49
2023-08-06,Printer,Office,East,2,436,79.69
2024-10-21,Smartwatch,Electronics,North,2,2232,150.12
2022-08-14,Keyboard,Accessories,South,6,7056,1445.01
2022-03-15,Keyboard,Accessories,East,5,875,96.65
2022-02-01,Smartwatch,Electronics,East,3,315,61.94
2022-04-24,Laptop,Electronics,East,2,358,51.75
2023-03-23,Camera,Electronics,South,7,3451,194.42
2022-02-10,Laptop,Electronics,North,9,1350,189.13
2023-10-19,Tablet,Electronics,West,8,3320,413.32
2024-09-10,Mouse,Accessories,North,9,8442,940.33
2022-06-17,Keyboard,Accessories,South,1,166,31.97
2023-08-09,Mouse,Accessories,North,5,3720,448.6
2023-07-11,Laptop,Electronics,South,2,1090,136.65
2024-01-05,Laptop,Electronics,West,9,9783,2347.49
2022-09-22,Smartphone,Electronics,North,4,2432,657.18
2023-06-22,Mouse,Accessories,North,7,4060,291.42
2023-03-26,Smartwatch,Electronics,North,1,387,99.59
2023-08-11,Smartwatch,Electronics,North,3,966,120.56
2024-05-17,Tablet,Electronics,North,3,3366,882.29
2024-06-30,Monitor,Accessories,West,7,7833,1843.94
2023-04-09,Monitor,Accessories,West,1,610,33.55
2022-05-28,Smartwatch,Electronics,West,8,4288,597.09
2022-07-18,Printer,Office,North,9,7740,605.35
2024-08-20,Smartwatch,Electronics,West,9,3150,457.13
2023-12-31,Keyboard,Accessories,West,2,894,224.75
2022-10-09,Laptop,Electronics,North,8,7544,1219.73
2024-03-01,Keyboard,Accessories,North,8,6360,1871.88
2022-03-19,Smartphone,Electronics,West,4,2428,485.75
2022-10-05,Headphones,Accessories,South,2,574,38.52
2023-04-25,Keyboard,Accessories,West,6,6744,660.47
2023-09-11,Headphones,Accessories,North,6,798,213.4
2023-01-13,Printer,Office,North,5,2860,339.0
2022-04-03,Printer,Office,South,5,5410,1129.77
2023-02-26,Laptop,Electronics,West,5,4445,580.15
2024-11-03,Smartwatch,Electronics,South,8,7536,1197.09
